#  x                 y             frequency           rot. str.
0.0      -0.198256779672      10.93      -1.36
0.500062507813      -0.21699492304      26.37      3.89
1.00012501563      -0.237376238403      42.85      -2.07
1.50018752344      -0.259493444158      62.23      0.30
2.00025003125      -0.283423563294      84.09      5.11
2.50031253907      -0.309218726306      111.52      4.41
3.00037504688      -0.336894236685      132.54      -7.08
3.50043755469      -0.366413457763      142.34      -0.29
4.00050006251      -0.397669192894      148.02      -3.28
4.50056257032      -0.430461483793      161.39      -3.00
5.00062507813      -0.464472205567      202.18      1.30
5.50068758595      -0.499237552668      209.21      2.37
6.00075009376      -0.534120525734      238.21      6.31
6.50081260158      -0.568286820242      243.89      12.36
7.00087510939      -0.600688941099      248.95      -9.02
7.5009376172      -0.630064603551      267.39      24.99
8.00100012502      -0.654956006783      292.65      -59.19
8.50106263283      -0.673755712539      319.24      -4.02
9.00112514064      -0.684782008097      343.93      15.25
9.50118764846      -0.68638156486      362.14      0.76
10.0012501563      -0.677050508762      382.61      2.18
10.5013126641      -0.655558303389      389.44      -18.06
11.0013751719      -0.621054467238      416.37      -9.34
11.5014376797      -0.573138339137      437.33      -10.01
12.0015001875      -0.511877811949      453.17      13.44
12.5015626953      -0.43777301984      472.15      9.58
13.0016252032      -0.351672354953      520.05      -3.68
13.501687711      -0.254657274195      532.11      9.63
14.0017502188      -0.14791654817      549.73      19.78
14.5018127266      -0.0326293772459      552.34      -26.65
15.0018752344      0.0901284195955      563.84      -5.43
15.5019377422      0.219447760405      581.40      11.11
16.00200025      0.354618037379      605.08      2.42
16.5020627578      0.495130373479      613.29      -21.91
17.0021252657      0.640657603061      641.85      2.50
17.5021877735      0.791016401858      651.27      -15.63
18.0022502813      0.946116059177      653.22      17.16
18.5023127891      1.10589699034      661.84      -9.54
19.0023752969      1.27026077388      701.96      -9.92
19.5024378047      1.43899264274      729.85      -16.19
20.0025003125      1.61167721465      774.03      17.01
20.5025628204      1.78760899318      779.68      -11.89
21.0026253282      1.9657009316      796.07      7.57
21.502687836      2.14439715551      816.34      39.99
22.0027503438      2.32159962736      833.10      -56.25
22.5028128516      2.49462259328      844.37      29.47
23.0028753594      2.66019206363      856.32      11.79
23.5029378672      2.81450875426      861.47      -34.07
24.003000375      2.95338990408      865.93      -21.41
24.5030628829      3.07249648757      883.25      -28.10
25.0031253907      3.16763716143      891.93      25.03
25.5031878985      3.23512084973      927.97      -34.94
26.0032504063      3.27211111947      940.86      2.72
26.5033129141      3.27692428947      948.32      2.63
27.0033754219      3.24921566889      974.21      0.09
27.5034379297      3.19001646313      982.96      2.78
28.0035004376      3.10161364171      987.57      -0.03
28.5035629454      2.98729729369      991.33      28.95
29.0036254532      2.85102443883      1017.78      -0.06
29.503687961      2.69705814006      1025.68      15.71
30.0037504688      2.52963534393      1043.41      -18.42
30.5038129766      2.35270075588      1045.41      -107.25
31.0038754844      2.16972416524      1062.32      7.90
31.5039379922      1.98360103799      1065.88      37.39
32.0040005001      1.79662429631      1080.73      -8.12
32.5040630079      1.61050961766      1109.73      102.45
33.0041255157      1.42645607957      1126.14      23.92
33.5041880235      1.24522661692      1134.69      23.24
34.0042505313      1.06723675034      1155.47      -21.89
34.5043130391      0.892644111601      1160.62      25.57
35.0043755469      0.721434718399      1174.84      -2.98
35.5044380548      0.553504444411      1186.58      -9.06
36.0045005626      0.388735650101      1205.53      -193.66
36.5045630704      0.22706955096      1217.80      -219.57
37.0046255782      0.0685746885658      1231.74      26.64
37.504688086      -0.0864890888152      1239.62      70.56
38.0047505938      -0.237613351797      1249.24      82.50
38.5048131016      -0.383994868403      1260.43      84.53
39.0048756095      -0.524507103381      1264.46      116.46
39.5049381173      -0.657698041813      1276.23      -37.87
40.0050006251      -0.781823624915      1286.74      -0.66
40.5050631329      -0.894924474121      1292.96      -41.18
41.0051256407      -0.994948786431      1327.89      -6.36
